segment_number,title,video_url,source,start_time,end_time,summary,teaching_points,visual_prompt,hockey_skills,position,complexity,clip_type,intended_audience,play_or_skill_focus,duration,transcript
95,iTrain Hockey Skating Edges Training Intensive,https://www.youtube.com/watch?v=ubJzSM5Iy2w?t=2394,iTrain Hockey,2394.64,2417.64,The video emphasizes the technique of shifting weight and rotating hips while skating on edges. Focus is on using the non-gliding leg to generate momentum and improve balance and control.,"['Shift weight to the heel when flipping to the outside edge.', 'Use the non-gliding leg as a momentum booster.', 'Rotate hips while changing direction.']",Show a skater flipping to their outside edge with clear emphasis on hip rotation and leg movement for momentum.,"['Edge Work', 'Balance', 'Hip Rotation']",,Intermediate,Drill Explanation,Intermediate Player,Skating Edges,23.0,"And you don't plant your left leg down. You flip to the outside edge. All your weight goes to your heel. Some tips for this one. As I always use the other leg, as a bit of momentum booster for every single time that a thing is direction. Using this leg, use it up. And that's a bit of my momentum booster. Two things should happen at once. You're rotating your hips."
96,iTrain Hockey Skating Edges Training Intensive,https://www.youtube.com/watch?v=ubJzSM5Iy2w?t=2417,iTrain Hockey,2417.64,2450.64,"The segment focuses on synchronizing hip rotation with performing a 'C-cut' or an outside edge rip and emphasizing the transfer of weight onto the toes while skating backwards, similar to the two-foot slalom technique.","['Perform the C-cut and hip rotation simultaneously.', 'Avoid rotating hips separately from the C-cut movement.', 'Transfer weight to toes while skating backwards.', 'Practice on your right foot just like in a two-foot slalom.']","Show a skater executing a smooth backward C-cut with synchronized hip and foot movement, emphasizing foot placement and weight distribution.","['Skating', 'Edge Control', 'Backward Skating', 'Weight Transfer']",,Intermediate,Drill Explanation,Intermediate Player,Skating Edges,33.0,And you're doing your sea cut or your outside edge rip. You're doing those at the exact same time you don't want to rotate your hips and then try to do the sea cut. You want to do them at the exact same time. All right. Last one. We're skating backwards now. Place all your weight into your toe. Same thing that we did before with the two foot slalom. You're on your right foot.
97,iTrain Hockey Skating Edges Training Intensive,https://www.youtube.com/watch?v=ubJzSM5Iy2w?t=2450,iTrain Hockey,2450.64,2470.64,"This segment focuses on improving skating edges, emphasizing the importance of weight distribution and the use of hips and arms to enhance movement efficiency and power.","['Perform a sea cut on the inside edge.', 'Transition weight immediately to the outside edge.', 'Engage hips actively during the movement.', 'Utilize arms to create swing and balance.', 'Consistently place weight on the toes for control.']","A skater performing a fluid motion with a sea cut on the inside edge, transitioning to an outside edge with clear hip movement and arm swing.","['Skating Edges', 'Weight Transfer', 'Balance']",,Intermediate,Drill Explanation,Intermediate Skaters,Edge Work,20.0,You do a sea cut on the inside edge. And then rip on the outside edge. Use a lot of hips. So make sure you're using your hips quite a bit. Go to your hips. Use your arms as a bit of a swing. And it really helps. I never stop placing my weight into the toe. So my weight's on my toe on the inside edge. And all my weight immediately goes to the outside edge.
98,iTrain Hockey Skating Edges Training Intensive,https://www.youtube.com/watch?v=ubJzSM5Iy2w?t=2470,iTrain Hockey,2470.64,2475.64,Focus on maintaining weight on the toe on the outside edge to improve skating technique.,"['Keep weight on the toe of the outside edge.', 'Maintain consistent pressure on the toe for better control.']",A close-up of a player's skate showing pressure on the toe while leaning into an edge.,"['Edge Control', 'Skating']",,Intermediate,Demonstration,Intermediate Skaters,Edge Control,5.0,On my weight goes to the toe on the outside edge. Weight never comes off the toe. Lots of weight in here.
1,Become a Quicker Skater,https://www.youtube.com/watch?v=6pr3ZyMmGDI?t=0,iTrain Hockey,0.0,67.92,The video focuses on improving skating quickness through proper body posture and footwork. Key emphasis is put on using the edges of the skates and keeping the body posture upright to enhance speed and agility.,"['Maintain an upright chest position for better balance.', 'Pump your arms quickly to increase skating speed.', 'Focus on quick step overs to improve agility.', 'Stay on your toes to enhance control and grip on the ice.']","Picture a hockey player practicing step overs, with emphasis on arm pumping and skating on toes.","['Skating', 'Agility']",,Beginner,Drill Explanation,Beginner Skater,Skating Quickness,67.92,The first step is quickness. Step over to the red. Step over's back. Face this way. Roll. Especially for this one. Chest up. Pump your arms as fast as you can. Roll. Faster. Hey. Arms. Go. Go. Eight in. Go ahead. Watch eight in feet. Look at his skates. Go. He's on his toes. He's like this. He's on his edges outside and inside so he can get the grip. But he's on his toes. Both my skates
2,Become a Quicker Skater,https://www.youtube.com/watch?v=6pr3ZyMmGDI?t=67,iTrain Hockey,67.92,109.36000000000001,"Focus on using your toes to grip the ice for quicker skating, maintaining feet on the same line without crossing or sliding back.","['Stay on your toes to enhance grip and speed.', 'Avoid crossing legs and sliding feet back.', 'Keep heels lifted for better traction.']","A skater focused on quick strides with toes gripping the ice, heels lifted, and feet aligned.",['Skating'],,Intermediate,Demonstration,Intermediate Player,Skating Agility,41.44,"making noise to grab the ice. He's got grip. He's not doing this. He's not crossing and sliding that leg back. His feet are along the same line. The entire time. He's not letting that foot slide back. He's on his toes. He's on his toes. Heels are lifted. Go. Come on. Get on your toes more. Get on your toes. Hey. It's not this. It's not this. Then this. It is just toes. Go. You know, figure skates"
3,Become a Quicker Skater,https://www.youtube.com/watch?v=6pr3ZyMmGDI?t=109,iTrain Hockey,109.36,145.16,The segment focuses on improving skating quickness by emphasizing strength and proper use of skate edges. It encourages using toe picks effectively and maintaining arm movement for balance and speed.,"['Focus on using toe picks to increase quickness.', 'Maintain a strong and balanced posture on skates.', 'Lift arms to aid with skating speed and balance.', 'Combine quickness with strength for better performance.']","Show a skater using toe picks on the ice, with strong arm movements, highlighting speed and agility.","['Skating', 'Balance', 'Speed']",,Intermediate,Demonstration,Intermediate Skaters,Quickness in Skating,35.8,are skates. They have the jagged toe. Yes. We have those same things. They're just not jagged. Imagine if we had that in hockey. Stab a guy with it. You're on your toes. You still have those ice picks. Use them. Use them. Go. Come on. Come on. Come on. Lift your arms. Maintain the level of quickness but now improve the level of strength. This
4,Become a Quicker Skater,https://www.youtube.com/watch?v=6pr3ZyMmGDI?t=145,iTrain Hockey,145.16,176.52,"The focus is on enhancing skating speed through powerful strides. Emphasize using fewer, more powerful crossovers to cover distance efficiently.","['Emphasize powerful strides over more frequent, less powerful ones.', 'Use fewer crossovers for quicker, more effective movement.', 'Focus on covering more ground with each stride.']","Show a skater performing powerful crossovers, emphasizing extension and power with each stride to cover distance quickly on the ice.","['Skating', 'Crossovers']",,Intermediate,Demonstration,Intermediate Player,Skating Power,31.36,"is me going quick. This is me quick and powerful. I'm actually getting some place. Now it's 50 strides and I only move four feet with every stride that you take now. Focus on power. Maybe only two or three cross overs. One, two, three. To get to the red. Ready? Face this way. One, two. Ah."
1,Taping the Blade of Your Stick,https://www.youtube.com/watch?v=WRBmRCQDxos?t=0,iTrain Hockey,0.0,24.64,"The video provides a guide on taping the blade of a hockey stick from heel to toe for protection, featuring useful techniques for removing old tape.","['Begin taping from the heel of the blade to the toe.', 'Taping helps protect the blade and extend its lifespan.', 'Use specific techniques for removing old tape, starting from the backhand side.']","A close-up of hands taping the blade of a hockey stick, starting from the heel and moving to the toe, with emphasis on technique.",['Equipment Maintenance'],,Beginner,Demonstration,Beginner Player,Stick Preparation,24.64,"Alright, so we're just going to go over how to tape your blade. For me, I like to tape my blade from the heel, right to the toe, just to protect the blade because I'm only ice quite a bit and beautiful sticks are pretty expensive. So what I do is to take off the tape, there's a few little techniques. So I always grab it from the backhand side, right from the backhand."
2,Taping the Blade of Your Stick,https://www.youtube.com/watch?v=WRBmRCQDxos?t=24,iTrain Hockey,24.64,52.0,This segment explains the technique of taping the blade of a hockey stick for optimal performance and durability. The focus is on ensuring the tape is applied smoothly from the backhand to the forehand side.,"['Start taping from the backhand side of the blade.', 'Ensure the tape is pulled tightly and smoothly across the blade.', 'Move from heel to toe, covering the top of the blade.', 'Finish by tapping the forehand side to secure the tape.']","Show close-up shots of taping the stick blade, focusing on transitioning from the backhand to the forehand side.",['Stick Preparation'],,Beginner,Demonstration,Beginner Player,Stick Maintenance,27.36,"It should be like a little bit of a rip anyways, but what I'm doing is grabbing my thumb. Just pulling it straight across the very top of it and just peeling off layers. I'm going to have the layers of the backhand side first. And once I get all the way to the end, I'm going to come over the top and get to the forehand side. And the same thing, go from heel to toe."
3,Taping the Blade of Your Stick,https://www.youtube.com/watch?v=WRBmRCQDxos?t=52,iTrain Hockey,52.0,75.96000000000001,This video segment explains how to effectively remove tape from a hockey stick blade and clean off any residue using the sticky side of the tape.,"[""Ensure the tape isn't too wet before removal for easier handling."", 'Use the sticky side of the tape to clean off residual layers after removing the main tape.']","Show a close-up of hands removing tape from a hockey stick blade, then using the sticky tape to clean off residue.",[],,Beginner,Demonstration,Beginner Players,Stick Maintenance,23.96,"You should, as long as your tape isn't too wet, and you see you taped your teeth, you just tried on taping your stick before you went on the ice. And it should be fairly easy to take off all this tape. So for me, once you get to, once you get it all off, I actually use the sticky side of the tape that I use, just to get off all these extra little layers."
4,Taping the Blade of Your Stick,https://www.youtube.com/watch?v=WRBmRCQDxos?t=75,iTrain Hockey,75.96000000000001,106.6,"The video explains how to tape the blade of a hockey stick for optimal smoothness and performance, emphasizing the importance of a flush and smooth finish.","['Ensure the blade is flush and smooth.', 'Use the sticky side of the tape to scrape off inconsistencies.', 'Smooth the entire blade, including the toe.']","An image of a hockey stick blade being smoothed over with tape, focusing on the scraping technique to achieve a smooth finish.",['Equipment Maintenance'],,Beginner,Demonstration,All Players,Stick Preparation,30.64,"And you really want those off just because you want your blade really flush, you want it really, really smooth as well. So I'll use the sticky side and I'll actually just scrape it off different directions, just sort of smooth it over just so that it gets nice and smooth. Do that all the way across the whole blade. Same thing on the toe, smooth it you can get it the better."
5,Taping the Blade of Your Stick,https://www.youtube.com/watch?v=WRBmRCQDxos?t=106,iTrain Hockey,106.6,145.8,"The video explains a method for taping the blade of a hockey stick, emphasizing starting from the heel to the toe for full protection. It includes tips for preparing the blade and properly covering the toe with tape.","['Remove remnants of old tape to ensure a smooth surface.', 'Begin taping from the heel and move towards the toe.', 'Use a small sheet of tape to cover the toe effectively.']","A close-up of hands cleaning and taping the blade of a hockey stick, starting at the heel and covering the toe.",['Stick Preparation'],,Beginner,Demonstration,Beginner Player,Stick Maintenance,39.2,"And I just use different parts of the used tape to get all this remnants off. There you go, that's pretty good. It's nice and smooth and now it's ready to be re taped. Okay, so it's a tape to stick. For me, again, I always go from a heel right toe, so I protect the entire blade. To start, I always grab a very small sheet of tape and I'll put it right over the toe,"
6,Taping the Blade of Your Stick,https://www.youtube.com/watch?v=WRBmRCQDxos?t=145,iTrain Hockey,145.8,167.0,"The video illustrates how to tape the blade of a hockey stick, focusing on starting from the middle and ensuring a smooth application to protect the toe of the blade. Some players might be particular about bumps, but a smooth finish is generally emphasized.","['Start taping from the middle of the blade.', 'Ensure the tape is applied smoothly to protect the toe.', 'Address bumps, but understand preferences may vary among players.']","A close-up shot of a hockey stick blade being taped from the middle, showcasing the smooth application of tape over the toe area.",['Stick Preparation'],,Beginner,Demonstration,Beginner Player,Stick Preparation,21.2,"just to protect the toe. Start right in the middle and just sort of smooth it over so that it's right down the middle, right down the middle of the tape and start from the toe. I'll just sort of fold it over. There's some guys that are really, really picky and they don't like these little bumps that I sort of have here, but I don't really mind. It doesn't mind too much."
7,Taping the Blade of Your Stick,https://www.youtube.com/watch?v=WRBmRCQDxos?t=167,iTrain Hockey,167.0,185.51999999999998,"Learn how to tape the blade of your hockey stick effectively, focusing on the toe to enhance control and durability, especially for performing toe drags.","['Smooth tape over the toe of the stick for protection.', 'Cover both forehand and backhand sides of the toe.', 'Ensure layers are well applied for durability during toe drags.', 'Finish taping from edge to edge for consistent coverage.']",Image of a hockey stick blade with tape being applied smoothly across the toe.,"['Stick Handling', 'Toe Drags']",,Beginner,Demonstration,Beginner Player,Stick Handling,18.52,"Normally, I'm taping it, taping it pretty quickly anyways. So I'll smooth it over the toe, just about that much, I'll put a forehand and back inside and then once I know that's well protected, I do a lot of toe drags and constantly using the very edge, so it's important to have that layer, I think. Once you get to, once you finish off that layer, I always go from the edge to the edge"
8,Taping the Blade of Your Stick,https://www.youtube.com/watch?v=WRBmRCQDxos?t=185,iTrain Hockey,185.51999999999998,204.60000000000002,"This segment explains the process of taping the blade of a hockey stick, starting from the forehand side, ensuring neatness and proper coverage.","['Start taping from the forehand side at the heel.', 'Ensure the tape curls slightly under the backhand for a neat finish.', 'Overlap the tape to cover edges evenly.']",Show the process of starting the tape on the forehand side of a hockey stick and curling it under the backhand edge.,['Equipment Preparation'],,Beginner,Demonstration,Beginner Player,Stick Preparation,19.08,"and I always go from the edge to the edge. I always start from the forehand side, from the forehand side on the heel. So to start, I'll grab one layer and just stick it over the backhand side and I'll leave a little bit so that I can sort of curl it under. And now, if you look on the forehand side, since it's curled under, it's going to be very,"
9,Taping the Blade of Your Stick,https://www.youtube.com/watch?v=WRBmRCQDxos?t=204,iTrain Hockey,204.60000000000002,232.68,"This segment explains the technique for properly taping the blade of a hockey stick, focusing on personal preferences and ensuring a smooth finish.","['Use consistent technique for both forehand and backhand sides.', 'Pull tape down with your thumb for a tight wrap.', 'Smooth out any extra lip on the tape for a clean finish.', 'Use fingers inside the tape roll for control.']","Close-up of hands taping the blade, showing thumb pulling tape and fingers inside the roll.",['Stick Preparation'],,Beginner,Demonstration,Beginner Player,Stick Preparation,28.08,"very easy for that to stick and I can really tug on it and get it nice and smooth. For me, I'll do it on the forehand side, I'll do one layer on the backhand side and my technique is always the same where I'll sort of pull it down with my thumb, I've got two fingers inside the inside the hole of the tape and I'll smooth it right over top of that, that extra little lip"
10,Taping the Blade of Your Stick,https://www.youtube.com/watch?v=WRBmRCQDxos?t=232,iTrain Hockey,232.68,245.64,"The segment focuses on properly taping the blade of a hockey stick to ensure optimal performance, emphasizing the importance of evenly smoothing the tape and avoiding excessive layering.","['Smooth the tape on the backhand and forehand sides of the blade evenly.', 'Use thumbs to ensure the tape is flush with the blade surface.', 'Avoid excessive layering to prevent the tape job from becoming too thick.']","A close-up of hands applying black tape smoothly on the blade of a hockey stick, showing careful attention to the backhand and forehand sides.",['Equipment Management'],,Beginner,Demonstration,Beginner Player,Stick Preparation,12.96,"that we made on the backhand side. So once it's smoothed over, I'll use my thumb and just again keep it nice and flush and then I'll look over the forehand side and do the same thing. So what you want to do is you don't want to layer up too much, you don't want it to be too thick."
11,Taping the Blade of Your Stick,https://www.youtube.com/watch?v=WRBmRCQDxos?t=245,iTrain Hockey,245.64,269.16,The video explains how to properly tape the blade of a hockey stick to ensure durability and performance. It emphasizes the importance of consistent overlap without gaps to protect the blade effectively.,"[""Overlap each layer of tape by half the tape's width."", 'Ensure no gaps are left between layers to cover the entire blade.', 'Smooth out the tape to avoid wrinkles or uneven spots.']","A close-up of a hockey stick blade with the tape being applied, showing neat half-width overlaps.",['Stick Preparation'],,Beginner,Demonstration,Beginner Player,Stick Taping,23.52,"So what I always do is half of the width of this is where I'll put half of the width of the next layer. So that's right down the middle. You don't want to put it too much to one side or not enough. You also don't want any gaps in between so that there's any of the actual shaft, any of the blade actually showing. So I put it right down the middle and then I'll smooth it over,"
12,Taping the Blade of Your Stick,https://www.youtube.com/watch?v=WRBmRCQDxos?t=269,iTrain Hockey,269.16,289.96,"The video segment demonstrates how to properly tape the blade of a hockey stick for optimal smoothness and durability, focusing on the precision of each layer application.","['Ensure the tape is pulled tight for a firm and smooth application.', 'Apply one soft layer followed by a thicker layer for durability.', 'Align the edge of the tape with the middle lip for consistency.']","Show a close-up of hands applying black hockey tape smoothly across the blade, highlighting the alignment with the blade's edge.",['Equipment Preparation'],,Beginner,Demonstration,Beginner Player,Equipment Maintenance,20.8,"pull it nice and tight and then if you look, I got it right down the middle as well here too. So that looks nice and smooth, one soft layer and one nice and thick layer. So the next time I pull it up and over, all I need to do is look for the very edge of this tape to touch the very edge of the middle of that lip. It'll be the same thing."
13,Taping the Blade of Your Stick,https://www.youtube.com/watch?v=WRBmRCQDxos?t=290,iTrain Hockey,290.03999999999996,322.91999999999996,"The video explains how to properly tape the blade of a hockey stick, emphasizing smoothness and precision to ensure a tight and consistent wrap. The instructor advises checking both the forehand and backhand sides of the blade to ensure evenness.","['Follow the existing lines when taping the blade.', 'Use your thumb to pull the tape tightly for a smooth finish.', 'Check both the forehand and backhand sides to ensure even tape coverage.']",Close-up shot of hands taping a hockey stick blade with focus on using the thumb to smooth the tape.,['Equipment Handling'],,Beginner,Demonstration,Beginner Player,Stick Preparation,32.88,"Sort of follow that line that we have there. This thing has got two figures inside the hole of the tape. I'm still using my thumb to pull over the top of it, keep it really, really flush and really, really smooth. And the crossbeet does it. He will actually look at his backhand side every time and look at his forehand side for me. I just need to look at my forehand and know exactly what's"
14,Taping the Blade of Your Stick,https://www.youtube.com/watch?v=WRBmRCQDxos?t=322,iTrain Hockey,322.91999999999996,344.12,"The video explains how to tape the blade of a hockey stick, emphasizing smoothness and correcting mistakes on both the forehand and backhand sides.","['Ensure taping is smooth on both forehand and backhand sides.', 'Correct any mistakes by adjusting the tape.', 'Finish taping at the toe of the blade.']","Visual of a hockey stick being taped, focusing on smooth taping around forehand and backhand, ending at the toe.",['Equipment Preparation'],,Beginner,Demonstration,Beginner Player,Taping Technique,21.2,"happening on the backhand side. Backhand side looks nice and smooth as well too. But it always looks fancy when you flip your forehand and backhand side. If you ever have a high made-of mistake there, so if you ever made a mistake, let's pick it up, pull it back over, keep it nice and smooth. All right, have you got to the toe?"
15,Taping the Blade of Your Stick,https://www.youtube.com/watch?v=WRBmRCQDxos?t=346,iTrain Hockey,346.2,373.88,"The video segment provides a step-by-step guide on how to smoothly tape the blade of a hockey stick, focusing on ensuring the tape is flush and smooth over the entire blade surface.","['Ensure the tape is applied smoothly over the blade.', 'Use your fingers to smooth out any unevenness.', 'Cover the entire blade, including the backhand side.']",A close-up of hands smoothing tape on a hockey stick blade with attention to detail on making the tape flush against the surface.,['Equipment Preparation'],,Beginner,Demonstration,Beginner Player,Stick Preparation,27.68,"We want to still keep it very, very, very flush, very smooth. So I start to actually smooth it over with my finger. And once I know that all the black is covered up from my blade, then all I need to do is smooth that last layer over the backhand side. And let's add it from there. So have it from there. I'll smooth it over and leave a little bit of space so that I can"
16,Taping the Blade of Your Stick,https://www.youtube.com/watch?v=WRBmRCQDxos?t=375,iTrain Hockey,375.15999999999997,397.08,"This segment covers techniques for finishing the tape job on the blade of a hockey stick, including handling excess tape and achieving a smooth finish.","['Curl the tape over the forehand side of the blade.', 'Use scissors to cut off any excess tape for a clean edge.', 'Fold excess tape one way, then fold it back for smoothness.']",Close-up of hands folding and trimming tape on a hockey stick blade.,['Stick Preparation'],,Beginner,Demonstration,Beginner Player,Stick Maintenance,21.92,"use this edge to curl it over the forehand side. And then since we have this little lip, some guys will actually use scissors and just cut it right off from me. I fold it one way and then fold it back over the other. So it's still pretty, pretty smooth. Again, I'm not too too picky, but those guys that will actually carry scissors around in their bag. And that's"
17,Taping the Blade of Your Stick,https://www.youtube.com/watch?v=WRBmRCQDxos?t=397,iTrain Hockey,397.08,414.28,"This segment discusses the benefits of using white tape on the blade of a hockey stick. White tape helps players see the puck more easily, but it also makes it easier for the goalie to see as well.","['Use white tape for better puck visibility.', 'Be aware that white tape can also make the puck more visible to the goalie.', 'Ensure the tape is applied smoothly and flush to the blade.']","Show a close-up of a hockey stick blade being wrapped with white tape, highlighting the smooth and even application.",['Equipment Maintenance'],,Beginner,Demonstration,Beginner Player,Stick Handling,17.2,"a pretty normal thing. I think most pros do that. Most trainers do that. So there you go. Nice and smooth, nice and flush. Nice and white for me, I use white tape because I can see the puck from the heck of a lot easier. But then I also mean that the goal is to see a lot easier too. So"
18,Taping the Blade of Your Stick,https://www.youtube.com/watch?v=WRBmRCQDxos?t=415,iTrain Hockey,415.0,421.8,"A recommendation for using black tape for stick blades, with a humorous note about using white tape if your stick handling skills are lacking.","['Use black tape on the blade for better puck concealment.', 'Consider using white tape if your stick handling needs improvement.']",Image showing a hockey stick blade with both black and white tape options.,['Stick Handling'],,Beginner,Drill Explanation,Beginner Player,Taping Technique,6.8,"I recommend black, but if you're a crappy stick handler like me, then you might need the white tape."
1,iTrain Hockey Wrist Shot Training Intensive,https://www.youtube.com/watch?v=stoBX8do_NU?t=0,iTrain Hockey,0.0,26.96,"This segment introduces the fundamentals of a wrist shot, focusing on the four key positions: stance setup, the wind-up, weight transfer, and follow-through.","['Set your initial stance properly to prepare for the shot.', 'Use a controlled wind-up to position your stick for a powerful release.', 'Transfer your weight smoothly from the back foot to the front during the shot.', 'Follow through with your stick to ensure accuracy and power.']","A player demonstrating a wrist shot, showing each of the four key positions in sequence.","['Wrist Shot', 'Stance', 'Weight Transfer', 'Follow Through']",,Beginner,Demonstration,Beginner Player,Wrist Shot,26.96,"Alright, so right now I'm going to teach the wrist shots how to take a proper wrist shot. For the wrist shot we have four positions that we stand in when we take our shot. Position number one is just setting up for the stance. You can glide towards that net stance position, choose the wind up, three is the follow through, their weight transfer I should say, and then four is the follow through."
2,iTrain Hockey Wrist Shot Training Intensive,https://www.youtube.com/watch?v=stoBX8do_NU?t=26,iTrain Hockey,26.96,45.36,"This segment highlights the initial stance and puck positioning for executing an effective wrist shot, emphasizing the importance of puck placement and body orientation.","['Position the puck in front of your belly button.', 'Sit with your toes facing forward.', 'Place the puck on your backhand side.', 'Rotate your wrist to position the puck correctly.']","Show a player standing with toes forward, puck in front of the belly button, and wrist turned to hold the puck on the backhand side.","['Wrist Shot', 'Puck Handling']",,Beginner,Drill Explanation,U9 Player,Wrist Shot,18.4,"Position number one, you want to focus on having the puck right in front. So if I'm treating it towards you, the puck will replace right in front of my belly button. I'll sit with my toes facing you and the puck is on my backhand side. So I should even rotate my wrist over so that it's on my place on my backhand side."
3,iTrain Hockey Wrist Shot Training Intensive,https://www.youtube.com/watch?v=stoBX8do_NU?t=45,iTrain Hockey,45.36,69.12,"The segment focuses on the correct body positioning and technique for preparing a wrist shot, emphasizing arm positioning and wind up posture.","['Flex your bicep and create a right angle with your arm.', 'Ensure your arms are far apart for better control.', 'Sit down low to maintain a solid stance for the shot preparation.', 'Use a proper wind-up for effective shot execution.']","Demonstration of an athlete positioning their arms in a right angle, sitting low, and preparing for a wrist shot with a visible wind-up motion.","['Wrist Shot', 'Body Positioning']",,Intermediate,Drill Explanation,Intermediate Players,Wrist Shot,23.76,"My elbows, I always tell the kids, flex your bicep, get it up nice and high, make a right angle and then flip it upside down. Turn it upside down and then back is your position number one. We want to make sure that our arms are too close to each other but in fact quite far away. So position one, sit down nice and low just like this. Okay, so position number two is the wind up."
4,iTrain Hockey Wrist Shot Training Intensive,https://www.youtube.com/watch?v=stoBX8do_NU?t=69,iTrain Hockey,69.12,92.0,"The video focuses on the proper technique for the wrist shot, emphasizing the setup and execution phases to improve shot power and accuracy.","['Start in a low stance for stability.', ""Maintain a 'window' between your body and the stick throughout the motion."", 'Focus on flexing the stick to generate power.', 'Ensure the bottom hand is positioned under the chin when flexing the stick.']",An athlete demonstrating a wrist shot with emphasis on body positioning at different stages: low stance with arms positioned to maintain a 'window' and the stick flexing during the shot.,"['Wrist Shot', 'Stick Flexibility', 'Body Positioning']",,Intermediate,Drill Explanation,Intermediate Players,Wrist Shot Technique,22.88,So when we're winding up position number one is sitting in the stance nice and low position two. We wind up. We still have that nice big window that we had from position one and we still have that nice big window inside position number two. The most important reason why we have that window is that we flex our stick. So when we flex our stick underneath our chin should be our bottom hand.
5,iTrain Hockey Wrist Shot Training Intensive,https://www.youtube.com/watch?v=stoBX8do_NU?t=92,iTrain Hockey,92.0,107.6,"The segment explains proper wind-up positioning for a wrist shot, emphasizing the puck's proximity to the player's body to ensure control and accuracy.","['Ensure the bottom hand is directly under the chin during setup.', 'Keep the puck close to your nearest foot, not too far outside.', 'Proper positioning aids in maintaining control and accuracy of the shot.']",Show a player winding up for a wrist shot with the puck positioned close to the body and not far out to the side.,"['Wrist Shot', 'Puck Control']",['Forward'],Beginner,Demonstration,U9 Player,Wrist Shot Positioning,15.6,"So if I'm facing you directly under my chin is my bottom hand. A lot of players mistakenly will wind up where the puck and they're blade is too far away from their nearest foot. Since I'm a lefty, when I wind up the puck comes to my left side. When I wind up I don't want to place it too far out to the outside."
6,iTrain Hockey Wrist Shot Training Intensive,https://www.youtube.com/watch?v=stoBX8do_NU?t=107,iTrain Hockey,107.6,126.16,The segment highlights the importance of proper technique in utilizing stick flex during a wrist shot. It emphasizes that exaggerated movements like over-bending the knees are unnecessary for effective execution.,"['Avoid over-flexing the stick with the top hand.', 'Maintain a balanced posture to utilize stick flex effectively.', 'Minimize excessive knee bending for efficient movement.']",Show a player demonstrating a wrist shot with focus on stick flex and knee positioning.,"['Wrist Shot', 'Shooting Technique']",,Intermediate,Technique Explanation,Intermediate Players,Shooting Technique,18.56,"I'm going to take my chin as now in my top hand and that's not the one that I flex. I would have to lean too far over to the left to really utilize the flex stick and it's just not needed. If I was going to jump I was going to jump as high as I could. I wouldn't bend my knees this far and then jump. Not only bend my knees to go here, right?"
7,iTrain Hockey Wrist Shot Training Intensive,https://www.youtube.com/watch?v=stoBX8do_NU?t=126,iTrain Hockey,126.16,145.96,"The video explains the optimal puck placement for a wrist shot, emphasizing minimal wind-up to maximize control and accuracy of the shot.","['Keep the puck close to the body during wind-up.', 'Align puck with the back heel for stability.', 'Minimize the wind-up to maintain control.']",Illustrate the puck placement relative to the player's body and heel for a wrist shot.,['Wrist Shot'],,Intermediate,Drill Explanation,Hockey Players,Shot Accuracy,19.8,So in the same way we don't need to wind up too far out to the outside. We don't have to wind up too far behind us. I always place the puck if I'm shooting it in this direction. When I wind up place the puck nice and close. Under my chin is my bottom hand. The puck should be in line with the back heel. It doesn't need to be any further.
8,iTrain Hockey Wrist Shot Training Intensive,https://www.youtube.com/watch?v=stoBX8do_NU?t=145,iTrain Hockey,145.96,163.88,"The video provides tips on executing an effective wrist shot, focusing on the positioning and synchronization of arms and legs during the wind-up phase.","['Keep the puck close, not too far out to the side.', ""Maintain a clear 'window' of ice while setting up for the shot."", 'Synchronize the movement of your arms and legs during the wind-up.']","Show a player winding up for a wrist shot, highlighting arm and leg synchronization, with the puck close by.","['Wrist Shot', 'Puck Handling']","['Forward', 'Defenseman']",Intermediate,Drill Explanation,Intermediate Player,Shooting,17.92,"It doesn't need to be too far out to the side of the puck in there. That's a good spot. As long as we've got that ice big window right here. In position number two another main focus is in the wind up. As we're winding up, since I'm a lefty I want to wind my arms up and my legs at the exact same time."
9,iTrain Hockey Wrist Shot Training Intensive,https://www.youtube.com/watch?v=stoBX8do_NU?t=163,iTrain Hockey,163.88,178.12,This segment focuses on synchronizing the stick wind-up with weight placement during a wrist shot. The aim is to ensure both actions occur simultaneously for better shot execution.,"['Ensure synchronization of stick wind-up and weight placement.', 'Wind the stick back while placing weight on the shooting leg.', 'Maintain balance by coordinating movements.']","Show a player winding up their stick while simultaneously shifting their weight onto their shooting leg, demonstrating smooth coordination.","['Wrist Shot', 'Weight Transfer', 'Balance']",,Intermediate,Demonstration,Intermediate Players,Wrist Shot Coordination,14.24,So a lot of players will wind their stick out and then place the weight on their leg or do the opposite way or place the weight on their leg and then they wind up. So we want to actually do it at the exact same time. So position number one I face the next is position two as I wind up.
