title,image_url,video_url,source,category,author,summary,instructions,teaching_points,variations,tags,classified,position,starting_zone,ending_zone,situation,hockey_skills,complexity
Crease Movement #1,https://weisstechhockey.com/wp-content/uploads/2010/11/crease.jpg,https://www.youtube.com/embed/b85-D8LtNwc?wmode=transparent,Weiss,Goalie,,,"When doing this drill, make sure the goalie is performing his or her moves properly and getting in the proper stance. Don’t let your goalies try to do the drill too fast to maintain proper form. Make sure they are getting in the proper Post Knee Up and doing the proper Butterfly Slide. We are working on the following movements and positions:
1. T-Push2. Reactionary Butterfly3. Butterfly Slide4. Stance5. Post Knee Up
Here’s the diagram:
Crease Movement #11. T-Push across, square up to puck2. T-Push back to center, square up to coach3. T-Push to post, either hug post or use post-knee-up position4. T-Push back to center, square up to coach5. Repeat to the other side
Notes: get out to the top of the crease in each position. Do it in 20-30 second segments for conditioning. Repeat the drill using butterfly slide. Do this type of drill every single practice!
Regards,
Hands",[],[],[],True,['Goalie'],Defensive Zone,Defensive Zone,[],"['Skating', 'Positioning']",Intermediate
HockeyVision Training Pucks,https://weisstechhockey.com/wp-content/uploads/2011/11/DSC_0036.jpg,https://www.youtube.com/embed/ZlniRlnGoIs?wmode=opaque,Weiss,Goalie,,,"HockeyVision Training Pucks are a great way to train yourself to rely less and less on seeing the puck, which will then allow you to stickhandle with your head up, enabling you to see more of the play.
HockeyVision Training Pucks are white, with a black dot in the middle. The black dot comes in three sizes (large, medium, and small). The idea is to work your way down from the large, more-visible dot to small, less-visible dot, training your eye to not have to see as much of the puck while stickhandling.
These pucks are available in on-ice and off-ice models. The on-ice pucks are made of rubber (same as a regulation puck), and the off-ice ones are made of a high-density plastic (HDPE if I’m not mistaken), which allows them to slide really well on flooring tiles or a skill pad.
Enjoy!",[],[],[],True,[],Unknown,Unknown,[],['Stickhandling'],Intermediate
Post Awareness Drill,https://weisstechhockey.com/wp-content/uploads/2010/11/postawareness.jpg,https://www.youtube.com/embed/SPoRmWQcmD4?wmode=transparent,Weiss,Goalie,,,"This post awareness drill offers lots of possibilities. If you want to progress past just taking shots on this drill, give the players the option to carry the puck across the net/zone before they shoot.
Here are the goalie’s objectives on this drill:
1. Post Awareness2. Rebound Control and Recovery3. Post Recovery4. Post-knee-up position (Post Load)
Here’s the diagram and drill explanation:
Post Awareness Drill1. Goalie starts on the post2. Player 1 leaves without puck, pivots from forward to backward at about the hashmarks, and receives a pass from Player 23. After receiving the pass, Player 1 pivots and skates forward around the far cone, then drives to the high slot for a shot on goal4. Goalie follows the puck, squaring up to the shot5. After the shot, Player 1 positions himself for a rebound. Goalie gets back to the post with urgency6. Player 2 drives around the middle cone (with puck), and takes shot. Player 1 jumps on the rebound if it’s within the green area7. After Player 2’s shot and rebound, Player 1 gets back in line. Player two positions himself for Player 3’s rebound. Goalie gets back to the post.8. Player 3 drives around the low cone and shoots. Player 2 rebounds, then gets back in line. Player 3 positions himself for a rebound, and the drill repeats.
Regards,
Hands",[],[],[],True,['Goalie'],Unknown,Unknown,[],"['Positioning', 'Shot Blocking']",Intermediate
Post-Knee-Up Drill,https://weisstechhockey.com/wp-content/uploads/2019/02/postkneeup.jpg,https://www.youtube.com/embed/yqV8GEqTs9E?wmode=transparent,Weiss,Goalie,,,"The Post knee up save is a controversial yet solid selection. It is controversial because most goalies do not always use it in the correct situations. This particular drill will work on the Post Knee up as well as work on teaching the goaltender to read and react and utilize the save in the correct situation. Here’s the diagram:
Post-Knee-Up Drill:SEQUENCE 1:1. Goalie starts square to Player 1.2. Player 1 passes low to Player 2, who attacks the net from the side3. Goalie uses Post-Knee-Up positioning4. After the shot, player 2 opens up to the slot for a rebound or a one-time shot5. After Player 2 shoots, Player 1 drives low around the bottom of the circle and either shoots or passes to Player 2
SEQUENCE 2:1. Player 1 walks out of the corner. He/she has 4 options: Shoot; Pass behind the net with Player 2 walking out for the shot; Pass to Player 3 for a one-time shot; Pass to Player 4 for a one-time shot.
Option: If Player 1 passes to Player 2, you can give Player 2 the same 4 options again; Shoot, Pass behind the net, or Pass to Player 3 or 4
Additional Notes:Since this is a reactionary save, make sure when doing this save you keep the following in mind:
1. Close all holes by being very compact2. Use only when the puck is in the low post area and close to the net3. When on glove side, keep your glove in 12 o’clock position, right next to head and wide open.4. Keep your blocker and stick in stance position
During this drill, make sure the goalie is moving. After a goal or a freeze, let the goalie get back into the start position. Hope you enjoy.
Regards,
Hands",[],[],[],True,['Goalie'],Unknown,Unknown,[],"['Positioning', 'Shot Blocking']",Intermediate
Shuffle T-Pass,https://weisstechhockey.com/wp-content/uploads/2010/10/shuffletpass.jpg,https://www.youtube.com/embed/m8k3YAhft5Y?wmode=transparent,Weiss,Goalie,,,"This drill works on positioning, proper rotation when moving around your crease, proper recovery from a butterfly, playing the puck, and crease awareness. Make sure your goalies don’t cheat in this drill. They should be squaring up to the puck, hugging posts, and get back to their proper post every time on the puck handling portion. Here are the diagrams:
Shuffle T-Pass: Sequence 11. Shuffle from one side of the net to the other, stopping square to each puck, dropping to a reactionary butterfly at each puck2. After arriving at the far post, come back the other way
Note: Make sure to recover with the proper leg; right leg when going from right to left, left leg when going from left to right.
Shuffle T-Pass: Sequence 2Goalie starts at the post, then skates the following sequence (see our post on the11 Visual Targets for Hockey Goalies)1. Position 112. Position 63. Position 94. Position 15. Position 66. Position 37. Back to Position 118. Repeat the opposite way
Shuffle T-Pass: Sequence 3Play the pucks:1. Ring pass2. Swipe to corner3. Clearing pass4. Straight shot down the ice5. T-Push back to other post6. Ring pass7. Swipe to corner8. Clearing pass
Regards,
Hands",[],[],[],True,['Goalie'],Unknown,Unknown,[],"['Positioning', 'Skating', 'Stickhandling']",Intermediate
The Star Drill,https://weisstechhockey.com/wp-content/uploads/2010/10/stardrill.jpg,https://www.youtube.com/embed/Sk503LKaFY8?wmode=transparent,Weiss,Goalie,,,"If done correctly, this drill will generate create good habits moving around the crease, and the goalies will become more “Crease Aware” (knowing where they are in their crease). Here’s the diagram, as well as a variation to take the concept to the next level:
The Star DrillGoalie starts at the post, then skates the following sequence (see our post on the11 Visual Targets for Hockey Goalies)1. Position 112. Position 63. Position 94. Position 15. Position 66. Position 37. Back to Position 118. Repeat the opposite way
VariationGoalie performs start drill, reacting to the passes of the three forwards1. Forward on the goal line passes to the forward in the middle, then skates to the near dot2. Goalie reacts by skating to Position 63. Middle forward passes back to the forward who made the first pass4. Goalie reacts by skating to Position 95. Forward on the dot passes across to the forward on the other goal line, then retreats back to his or her original position6. Goalie reacts by skating to Position 17. Goal-line forward passes to middle forward, then skates to near dot8. Goalie reacts by skating to Position 69. Middle forward passes back to the forward who just passed to him10. Goalie reacts by skating to Position 311. Forward on the dot passes back across to the forward on the other goal line (who started the drill), then retreats back to his or her original position
Have the goalies perform this 2-3 times each. As they begin to improve, allow the forwards to shoot at random intervals.
REMEMBER: have the goalie adjust to the rebound if they are not able to cover or trap the puck.  Create good habits, don’t let them just stop the puck and move to the next area.
For more advanced goalies, you can do the same drill but allow the players to move around in a triangle more freely rather than passing and shooting from the designated areas.  When allowing them to move freely in a triangle passing and shooting, they will be working on their offensive attack while giving the goalie a great workout.
Regards,
Hands",[],[],[],True,['Goalie'],Unknown,Unknown,['Small Area Game'],"['Positioning', 'Communication']",Intermediate
Unbelievable Goalie Slide Board,https://weisstechhockey.com/wp-content/uploads/2011/09/X-Goalie-Crease-Slideboard-2.jpg,https://www.youtube.com/embed/yLQ_-QtIgxM?wmode=opaque,Weiss,Goalie,,,"Every now and then I come across a hockey training product that just makes me go “wow!” That’s what happened when I first saw theX-Goalie Crease Slideboardfrom XHOCKEYPRODUCTS.
Now, I’m admittedly NOT a goalie guy. But it’s not hard to tell when something is going to be beneficial for an athlete. Watch the videos I’ve included in this post, and check out how closely this product allows the goalies to mimic their on-ice movements. Incredible!
Here are a few of the features you should know about:
Regulation-size CreaseThe X-Goalie Crease Slideboard features anNHL regulation goalie creasethat utilizes Fan-tastic Sports technology along with the “ProHybrid Visual Lead Position System.” This system allows a goalie to develop muscle memory using the same Squareness, Angle and Depth as he uses on the ice.
Customizable Movement PatternsThis crease uses adjustable stoppers to create customizable movement patterns. PowerStrides, Shuffles, Pushoffs, Recoveries, Slides and even paddle down wraps can be practiced on our board.
Two Challenging Training LevelsThis crease has two challenging levels: Foundation and Elite. Young goalies will want to start by using the crease at the Foundation Level. This level will allow them to get a feel for the system, and begin to build their leg strength and coordination.
The Elite Level has stopper placements progressively further out as you approach the top angle. This level will challenge even the most established goaltenders due to the precision needed in angle adjustment, and the power it takes to carry the full distance outside the crease.
Stoppers, Pushers, and Recovery BumperAll stoppers are located on the “Awareness to Squareness” lines. Each line gives the goalie/trainer immediate feedback as to whether or not Squareness has been achieved to a specific angle.
In addition to the stoppers, the X-Goalie Crease Slideboard is equipped with a Recovery Bumper. This semi circle railing mirrors the crease line. It is used to execute a recovery or pushoff from your butterfly. The bumper is strategically placed in an ideal position relative to the stoppers for maximum load and power out of your hybrid setup.
Moving in towards the posts you will find two blue net play stance stoppers. These stoppers are placed off of each post to ensure the goalies feet are 30 degrees off the goal line. This 30 degree angle gives the goalie a solid base while allowing him to see the strong side corner while keeping the weak side blue line angle in his or her peripheral vision. The goalie can lead the play with a quick shuffle, come back to the same post, lead again, then rotate and shuffle 30 degrees back to the opposite post.
Lastly, this crease has paddle down wrap recovery bumpers in place. These arched rails enable the goalie to recover out of a paddle down wrap as if a player makes a pass instead of executing a wrap around.
ConclusionI don’t often wish I were a goalie… (No offense to any of you keepers who are reading this!) I love my position, and I play it well. However, this just looks like A LOT of fun to me, and I’m a little envious to tell you the truth! If you’re a goalie… you’ve gotta check this out.
WHERE TO GET IT:Currently the X-Goalie Crease Slideboard is only available atXHOCKEYPRODUCTS.COM… in fact, this product is so new, they’re still in “pre-order” mode right now. But you can sign up to get on the pre-order list here:CLICK HERE TO PRE-ORDER
Cheers!
Jeremy",[],[],[],True,['Goalie'],Unknown,Unknown,[],[],Intermediate
Bednár Skating Warm-up Drill,https://weisstechhockey.com/wp-content/uploads/2013/01/bednar_skating_warmup.jpg,https://www.youtube.com/embed/vweAR1397ls?wmode=transparent,Weiss,Half Ice Drills,,,"I’ve got a good buddy out in Slovakia who sends me great drills on a regular basis. I usually test them out with my teams, then pass the best ones along to you guys. I’m naming this hockey warm-up drill after him, the Bednár Skating Warm-up Drill. Here’s the diagram:
Bednár Skating Warm-up Drill
1. Players skate the patterns, with pucks, as diagrammed.2. First player of each line goes at the same time.3. The next player goes ones he receives the pass from the first player of the other line.4. Drill is perpetual.
Note: Make sure to have players execute at full speed, while maintaining good puck control, and staying low on the pivots.
Enjoy!",[],[],[],True,"['Forward', 'Defence']",Neutral Zone,Neutral Zone,[],"['Skating', 'Passing', 'Stickhandling']",Intermediate
Czech 1-Timer Drill,https://weisstechhockey.com/wp-content/uploads/2010/11/czech1timer-1024x559.jpg,https://www.youtube.com/embed/GCJDuR5wQt0?wmode=transparent,Weiss,Half Ice Drills,,,"Being able to take a 1-time shot in a game situation is an extremely important skill. However, most coaches (myself included!) don’t allocate enough time in practices to let players develop this skill. Here’s a quick-paced 1-timer drill that will help get your players’ shots harder and more accurate! Here’s the diagram and explanation:
Czech 1-Timer Drill
1. player 1 walks in and fires a hard bank pass into the quiet zone (area behind the net)2. player 2 picks it up then hits player 1 for a one-time shot3. coach fires a puck into the corner as the shot is being taken4. after shooting, the player 1 peels off into the corner to pick up the dump in, then steps out and hits player 2, who has taken back some ice, for a one-time shot
Enjoy!",[],[],[],True,['Forward'],Offensive Zone,Offensive Zone,['Small Area Game'],['Shooting'],Intermediate
Finnish Half-Ice Drill,https://weisstechhockey.com/wp-content/uploads/2018/09/fin1-1024x559.jpg,https://www.youtube.com/embed/RwBeJWkKGAs?wmode=transparent,Weiss,Half Ice Drills,,,"Over the past few weeks I’ve posted a few of my favorite half-ice hockey drills. I’ve had some really good response, and a few of our readers even sent me some of their favorite half-ice drills as well… THANKS!!
This drill is from Petri Väisänen (from Finland), and is a fantastic half-ice drill. One of the reasons I like this one so much is that it’s very customizable––you can create multiple variations to fit lots of different game situations. I show a few of these variations in the video, but feel free to get creative on this one!
Here’s the diagram and explanation:
Finnish Half-Ice Drill
Sequence 1:
1. on whistle, (D) skates up to blue line and pivots backward2. after the pivot, (C) dumps a puck into the corner3. (D) picks it up and initiates a breakout using the misdirection4. (F) times the play and swings through to receive a board-side breakout5. (F) attacks the seam and takes a shot (in stride)
Sequence 2:
Same set-up as above, except add a second defenseman, and use a reverse.
Sequence 3:
Include a 1 on 1.
Enjoy!",[],[],[],True,"['Defence', 'Forward']",Defensive Zone,Offensive Zone,"['Breakout', 'Zone Entry']","['Skating', 'Passing', 'Shooting']",Intermediate
Give and Go Corner Drill,https://weisstechhockey.com/wp-content/uploads/2011/03/ggcorner-1024x559.jpg,https://www.youtube.com/embed/FooVh6kWnr?wmode=transparent,Weiss,Half Ice Drills,,,"This is an awesome drill for the really young players. It works on a number of key skill elements such as giving and receiving passes, skating to a receiving zone, power turns with the puck, and shots. Here’s the diagram:
Give and Go Corner Drill1. Quick give and go with explosive start out of the corner2. Skate around the cone and take a shot with your feet moving
Note: Teach your players to call for the pass back. It’s never too early to teach communication!
Enjoy!",[],[],[],True,"['Forward', 'Defence']",Offensive Zone,Offensive Zone,['Small Area Game'],"['Skating', 'Passing', 'Shooting', 'Stickhandling', 'Communication']",Easy
Give and Go Shooting Drill,https://weisstechhockey.com/wp-content/uploads/2010/11/givego-1024x559.jpg,https://www.youtube.com/embed/JX3O1vZNrQs?wmode=transparent,Weiss,Half Ice Drills,,,"This drill is simple and straight to the point. Players must learn to read the pressure, get a pass back to the corner, and execute a give-and-go. This is a situation that happens again and again in games. Learn it and use it! Here’s the diagram and explanation:
Give & Go Shooting
1. first player passes out to point man – then attacks2. point man bank passes back to next player in line3. receiver executes a give and go with point man4. point man shoots5. player who attacked becomes new point man
Enjoy!",[],[],[],True,"['Forward', 'Defence']",Offensive Zone,Offensive Zone,['Offensive Play'],"['Passing', 'Shooting']",Intermediate
Long/Short Passing,https://weisstechhockey.com/wp-content/uploads/2018/09/longpass-1024x559.jpg,https://www.youtube.com/embed/KMuT787lbFI?wmode=transparent,Weiss,Half Ice Drills,,,"This is a bit of a “2 for 1” half ice hockey drill, since it’s a sequential drill with a long pass, and a short pass. This drill should be executed at a quick pace, so whistle timing is very important here. Have your players focus on executing hard, accurate, stick-to-stick passes––especially on the cross-ice pass. This is a great drill for all ages and skill-levels! Here’s the explanation and diagram:
Long/Short Passing
Option 1 – Long Pass1. First player leaves line and skates through the cones as shown.2. Next player in line fires a hard, stick-to-stick, cross-ice pass.3. First player receives pass, skates up around the NZ cone, and fires a shot on net.
NOTE: make sure to time your whistles so players aren’t skating in front of shots.
Option 2 – Short Pass1. First player leaves and does a tight turn around the first cone.2. Next player in line floats a “saucer pass” over the stick and onto the stick of the receiver.3. First player skates up around the NZ cone, and fires a hard shot on net.
NOTE: be sure to keep a quick whistle pace during this drill.
Jeremy",[],[],[],True,"['Forward', 'Defence']",Neutral Zone,Offensive Zone,['Zone Entry'],"['Passing', 'Shooting']",Intermediate
Slovakian Agility Race,https://weisstechhockey.com/wp-content/uploads/2018/09/slovakian-1024x559.jpg,https://www.youtube.com/embed/VxBl7qFdVDM?wmode=transparent,Weiss,Half Ice Drills,,,"Since I started this blog back in 2008, I have met a lot of really cool hockey folks. Believe it or not, it has made me a better coach! I have had the opportunity to exchange drills from coaches all over the world. I make a point to work my way through most of these drills, and pass the best ones on to my “readers” here on the blog.
I usually try to credit the drill to the person who sent it to me. However, many times the drills that come in are in other languages… as is the case with this one from my good buddy Ján Bednár. Ján has sent me A LOT of drills over the past year or so! Since he is from Slovakia, I’ve named most of his drills the “Slovakian ___________” (insert drill description).
So – here you go, another fantastic drill from Ján Bednár, the “Slovakian Agility Race.”
Slovakian Agility Race
1. Player from each line skates through the cones as shown2. Pivot at each turn3. Winner takes the puck and tries to score4. Loser backchecks
Enjoy!",[],[],[],True,"['Forward', 'Defence']",Neutral Zone,Offensive Zone,['Small Area Game'],"['Skating', 'Stickhandling']",Intermediate
Window Drill,https://weisstechhockey.com/wp-content/uploads/2011/02/window-1024x559.jpg,https://www.youtube.com/embed/Y3jIofpLP5I?wmode=transparent,Weiss,Half Ice Drills,,,"I love the Window Drill for a few reasons: It’s easy to set up, easy to execute, you can run it half ice, and it’s extremely effective for working on hockey crossovers!
As you run this drill with your team, make sure you emphasize that the players MUST keep their feet moving throughout the entire “window.” Also, teach them to use puck protection tactics as they execute their crossovers.
Window Drill
1. On whistle, first player from each line explodes full speed to the blue line2. At the blue line, players enters into the “window” zone – and maintains crossovers through the entire window3. After exiting window, player shoots with head up and feet moving
Enjoy!!",[],[],[],True,"['Forward', 'Defence']",Neutral Zone,Neutral Zone,[],"['Skating', 'Stickhandling']",Easy
"""Precision"" Practices, and When to Use Them",https://weisstechhockey.com/wp-content/uploads/2018/09/quadpass-1024x559.jpg,https://www.youtube.com/embed/Hclx8eHPPnc?feature=oembed,Weiss,Individual Skill Drills,,,"I was asked to run a practice this past Saturday for my friend who coaches the local high school team. Their playoff schedule had changed, and this practice was scheduled at the last minute. Unfortunately, it was scheduled when he would be out of town with a prior engagement.
Normally, this wouldn’t be a huge deal. But in this case it was. This was what will end up being the last practice of the season. And if the team wins out the rest of their games in playoffs, it will have been the last practice before a stint of 4 games in 7 days. So it needed to be the right kind of practice to suit the needs of the team at this specific moment.
As I was consulting with the head coach, we came to the conclusion that this ought to be a “precision” practice. Meaning, the focus would be on skill details and precision, rather than physicality. We decided to work on passing, timing, shooting, skating & puckhandling, as well as some touch-ups on a few systems elements.
So as I was designing the practice plan, I was thinking in terms of an NHL game-day skate. I wanted it to be a tune-up. We had an hour-and-a-half time slot, so I knew we could take our time and iron out all the wrinkles before rushing to the next drill.
So I put together this practice plan. You can download it here:
Because of the situation, timing of the year, and the fact that I’m not the regular coach, I decided to over plan. So I put in more drills than we would likely get through, and figured I’d adjust in real time based on the needs of the group, and how the skills and concepts were looking.
On a couple of drills, we took less time than budgeted. And on other drills, we took more time, and focused in until they looked good.
We spent quite a bit of time on the drill in the video above. I borrowed this one from a great skills coach namedDanny Heath.  It incorporates short touch passes, agility skating, and some timing elements, then finishes with a shot.
There’s a time and a place for everything. And it’s up to us as coaches to determine what our players need, and when. There are times when you need to have a high intensity “conditioning” practice. There are times when you need to focus on physicality and battling. There are times when systems and positional play need to be addressed. And there are times when you need to dial in the detail elements of the game.
I hope this example helps!
Enjoy 🙂
Jeremy",[],[],[],True,"['Forward', 'Defence']",All Zones,All Zones,"['Offensive Play', 'Transition']","['Skating', 'Passing', 'Shooting', 'Stickhandling', 'Timing']",Intermediate
"""S"" Warm-up Drill",https://weisstechhockey.com/wp-content/uploads/2010/09/swarmup-1024x559.jpg,https://www.youtube.com/embed/5nyO-RU5WLc?wmode=transparent,Weiss,Individual Skill Drills,,,"This is a great little high-speed hockey warm-up drill that incorporates many different elements of the game, including skating, passing, and shooting. I typically have my defensemen acting as the passers, since that neutral zone “d-to-d” pass is something they will need to perform over and over in games.
Make sure to push those defensemen to make quick, hard, stick-to-stick passes to each other, and then fire that cross-ice pass hard and accurately.
“S” Warm-up Drill
1. Forwards line up in the corner, two defensemen on each blue line2. On whistle, first forward in each line passes out to the near defenseman3. Defensemen execute D to D passes while forward skates the “S”4. Cross-ice pass to the forward, who attacks 1 on 0
Enjoy!",[],[],[],True,"['Forward', 'Defence']",Unknown,Unknown,['Zone Entry'],"['Skating', 'Passing', 'Shooting', 'Stickhandling']",Intermediate
"""Snake"" Shooting Drill",https://weisstechhockey.com/wp-content/uploads/2018/08/snake1-1024x559.jpg,https://www.youtube.com/embed/vBpf7DzMw_E?wmode=transparent,Weiss,Individual Skill Drills,,,"This could be one of the most basichockey shooting drillsout there… but it is also one of the most effective because of the concepts that can be applied. Remember to have your players shoot in stride if they’re on their forehand, and to use theirInside Mohawkif they’re on their backhand. Here’s the diagram and explanation:
Snake Drill
Option 1:1. players line up in corner2. on whistle, first player in line skates up and around the top of the circle, attacking the “seam”3. if on forehand, player shoots in stride, if on backhand, player executes a mohawk, and shoots from the forehand4. after shot, players line up in opposite corner
Option 2:1. Basic snake – add coaches for “token” resistance2. Start by drive skating through the coaches, using puck protection3. Then switch to an outward facing inside mohawk as the protection move at each coach
Option 3:1. First player leaves without a puck2. Next player in line passes out for a one-time shot3. Use Mohawk if on backhand
Cheers!",[],[],[],True,"['Forward', 'Defence', 'Goalie']",Unknown,Unknown,['Offensive Play'],"['Shooting', 'Skating', 'Stickhandling']",Intermediate
1 on 0 Headman Drill,https://weisstechhockey.com/wp-content/uploads/2010/10/1on0headman-1024x559.jpg,https://www.youtube.com/embed/EKHF7XaM09k?wmode=transparent,Weiss,Individual Skill Drills,,,"I picked up this drill from the Scott Fukami drill collections available to DrillDraw owners. These drill collections are phenomenal, and are filled with hundreds of REALLY GOOD, well-drawn drills. I highly recommend picking up all three drill sets. Here’s the diagram and explanation:
1 on 0 Headman
1. On the whistle, (1) passes a puck to the (D).2. D to D pass, then a return pass to (1).3. (1) receives the puck and makes a stretch pass to the “Ghost Man” (Gh), who has skated across the neutral zone.4. (Gh) takes a shot.5. (2) passes a puck to the (D).6. D to D pass, then a return pass to (2)7. (2) hits (1), who has turned back up the ice.8. (1) shoots, and (2) becomes the next “Stretch Man”
The drill is continuous with (1) making the next pass to the (D) and the stretch pass to (2).
Enjoy!",[],[],[],True,"['Forward', 'Defence']",Neutral Zone,Offensive Zone,['Zone Entry'],"['Passing', 'Shooting']",Intermediate
3 Man 3 Zone Timing Drill,https://weisstechhockey.com/wp-content/uploads/2021/02/3man3zone-1024x559.jpg,https://www.youtube.com/embed/acj6N8YdR9M?feature=oembed,Weiss,Individual Skill Drills,,,"This is a variation on an old classic, the3 Zone Timing Drill, which is one of my all-time favorites!
Although flow and timing drills have lost some popularity in recent years, due to the hype surrounding small area games, I do believe there’s a time and place to make effective use of full-ice flow and timing drills, especially for advanced teams.
This style of drill is not only fun, but is great for conditioning, and awesome for getting high-quality reps in for specific game patterns.
Here’s how the drills works:
Drill Description:
Note: for the timing to work, the next 3 players should leave as the Passer is making the first pass.",[],[],[],True,"['Forward', 'Defence']",All Zones,All Zones,"['Offensive Play', 'Transition']",['Timing'],Advanced
3 Man Weave,https://weisstechhockey.com/wp-content/uploads/2011/03/3manweave-1024x559.jpg,https://www.youtube.com/embed/SFKrGHIONwI?wmode=transparent,Weiss,Individual Skill Drills,,,"Use the 3 Man Weave to teach and reinforce key concepts like timing, support, and offensive zone triangulation. As skill progresses, increase the demand on the players. I like to insist that all my lines are able to get in three stick-to-stick passes before the far blue line, then a controlled attack on net. Here’s the diagram:
3 Man Weave1. On whistle, center passes to one of the two wingers, who is cutting through the middle for a pass.2. After making the pass, the passer loops in behind the receiver, providing back-side support, then explodes up ice to become the front side option for the 3rd player.3. Receiver picks up the pass, then head mans to the 3rd player, who is providing a front-side passing option4. Passer loops in behind the receiver, and all three players weave down the ice.5. After crossing the blue line, the puck carrying forward becomes F1 and drives wide, the second forward becomes F2 and drives to the far post, the third forward becomes F3 and trails, thus creating the “Attack Triangle”
Enjoy!",[],[],[],True,['Forward'],Neutral Zone,Offensive Zone,"['Offensive Play', 'Transition']","['Skating', 'Passing', 'Timing']",Intermediate
3 Pass and Shot Drill,https://weisstechhockey.com/wp-content/uploads/2018/08/3pass-1024x559.jpg,https://www.youtube.com/embed/dFrDDJQprOk?wmode=transparent,Weiss,Individual Skill Drills,,,"The “3 Pass and Shot Drill” is a great Hockey Drill that can be utilized in many different practice scenarios. I like to use it as a warm-up drill, but it can also be used to develop passing and timing concepts, or to work on one-touch passes or shooting. Here’s the diagram:
3 Pass and Shot Drill
1. Players line up in two lines, at the blue lines2. Each line has pucks3. On the whistle, the first player from each line skates across the blue line and receives a pass from the opposite line4. The receiver controls the pass and gives a pass back to the player who passed to him5. After giving the return pass, the player circles around, presenting himself as an option in the receiving zone,  where he receives a pass from the line he originally left from6. Receiver turns up ice and takes a shot, then skates to the back of the other line
Enjoy!",[],[],[],True,"['Forward', 'Defence', 'Goalie']",Neutral Zone,Neutral Zone,['Offensive Play'],"['Passing', 'Shooting', 'Timing']",Intermediate
3 Shot Hockey Warm-Up Drill,https://weisstechhockey.com/wp-content/uploads/2017/01/3shotwarmup-1-1024x559.jpg,https://www.youtube.com/embed/Qnvex6GHnGs?wmode=transparent,Weiss,Individual Skill Drills,,,"This is a great drill to get players’ legs going at the beginning of practice. It’s high tempo, and combines agility skating, with puck control, and shooting in motion. Enjoy!
3 Shot Hockey Warm-Up Drill:1. Players line up in diagonal corners2. On whistle, 3 players from each line leave together3. Player 1 drives wide and shoots4. Player 2 cuts around the 1st and 2nd cones and shoots from the middle5. Player 3 cuts around the 1st and 3rd cones and shoots from the far side6. All shots should be from tops of the circles
VARIATIONS: designate different shot types",[],[],[],True,"['Forward', 'Defence']",Neutral Zone,Offensive Zone,[],"['Skating', 'Passing', 'Shooting', 'Stickhandling']",Intermediate
3-Zone Timing Drill,https://weisstechhockey.com/wp-content/uploads/2010/09/3zonetiming-1024x559.jpg,https://www.youtube.com/embed/5OmFFXANB1Y?wmode=transparent,Weiss,Individual Skill Drills,,,"I’ve been using the 3-Zone Timing Drill for years as both a player and a coach. I love it because it simulates passing patterns that happen over and over in game situations––particularly in breakouts and regroups. This is a “classic” flow drill with lots of passing, timing, and shooting.
Make sure you check out theOne-Touch Timing Drillas a precursor to this drill.
Here’s the diagram and explanation:
3-Zone Timing Drill
1. To start the drill, 3 players leave from the corner (after that only 2 leave from then on)2. First player shoots, picks up a puck from the circle, and hits the second player in the first green receiving zone3. Receiver controls puck, then hits the third player in the second green receiving zone4. Receiver takes a shot, picks up a puck from the circle, and hits the first player of the other line in the first red receiving zone.5. Drill continues perpetually.
Enjoy!",[],[],[],True,"['Forward', 'Defence']",Unknown,Unknown,"['Breakout', 'Offensive Play']","['Passing', 'Shooting', 'Timing']",Intermediate
