title,image_url,video_url,source,category,author,summary,instructions,teaching_points,variations,tags,classified,position,starting_zone,ending_zone,situation,hockey_skills,complexity
SMALL AREA GAME – NZ 2 ON 2,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/small_area_game_nz_2on2.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,"Move nets up to blue lines; Divide players into 2 groups, one on each blue line on
    opposite sides of the ice.; Coach at centre dumps puck into neutral zone. Play 2 on 2
    until whistle. If goal is scored or puck goes outside neutral
    zone, coach dumps new puck in.; On whistle, to change lines, the next group of players can’t
    leave until current players get over blue line (emphasize
    quick line changes)","['Quick to pucks', 'Get open on offence, defensive side when playing D', 'Hustle on line changes']",[],[],True,[],Neutral Zone,Neutral Zone,"['Small Area Game', 'Transition']","['Skating', 'Positioning', 'Communication']",Intermediate
SMALL AREA GAME – NZ BACK TO BACK NETS –  2 ON 2,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/small_area_game_nz_back_to_back_nets_2on2.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,"Place nets back to back at centre ice; Divide players into 2 teams; Coach dumps puck into neutral zone to start play; 2 on 2 with each team having a coach as an outlet that must
    stay behind the blueline; Either player or coach can shoot on goal","['Use outlets, give and go’s', 'Screens, tips, shot passes']",[],[],True,"['Forward', 'Defence']",Neutral Zone,Neutral Zone,['Small Area Game'],"['Passing', 'Shooting', 'Positioning']",Intermediate
SMALL AREA GAME – NZ BACK TO BACK NETS,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/small_area_game_nz_back_to_back_nets.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,"Place nets back to back at centre ice; Divide players into 2 teams; Coach dumps puck into neutral zone to start play; 1 on 1 with each player having an outlet partner that must
    stay behind the blueline; Either player can shoot on goal","['Use outlets, give and go’s', 'Screens, tips, shot passes']",[],[],True,"['Forward', 'Defence']",Neutral Zone,Neutral Zone,['Small Area Game'],"['Passing', 'Shooting', 'Positioning']",Intermediate
SMALL AREA GAME - NZ 3 - 1 GAME,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/small_area_game_nz_power_play_game.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,"3 on 3 neutral zone game with nets at the blue line; Each team will have players with limited mobility. One player
    from each team must keep their feet within their “1/2
    circle”, the other 2 players must stay in the offensive zone
    but cannot skate into the center circle; If a puck goes outside the neutral zone, coach dumps in a
    new one; Coach will yell “puck” if a new puck is in play; Whistle means six new players in the zone to replace ones
    who leave; Keep shifts to 40 seconds or less","['Encourage quick puck movement on offense', 'Try not to “pass through sticks”', 'One touch passes and one time shooting are key\n    offensive skills', 'Defensively, keep body in shooting lane and take away one\n    passing option with your stick', 'Great drill to practice PP and PK skills']",[],[],True,[],Neutral Zone,Neutral Zone,"['Small Area Game', 'Power Play', 'Penalty Kill']","['Passing', 'Shooting', 'Positioning', 'Communication']",Intermediate
"SMALL AREA GAME – ODD OR EVEN GAME - 1 ON 1, 2 ON 1",https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/small_area_game_odd_or_even_game_1on1_2on1.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,"Divide into 2 colors – each line up on dot outside blue line; Start the drill as a 1-on-1. Then add a player to make it a
    2-on-1. Continue adding one player at a time, alternately
    giving each team the player advantage.; Continue the drill until you have reached 5-on-5.","['Take advantage of outnumbered situation', 'Quick passes, good puck support']",[],[],True,[],Unknown,Unknown,['Small Area Game'],['Passing'],Intermediate
SMALL AREA GAME – OFFENCE TO DEFENCE,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/small_area_game_offence_to_defence.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,"3 on 3 in end zone.; 3 players line up on defence, 3 players line up on Offence.
    Offence starts with puck.; If defence get puck out of zone, they are done and Offence
    has to then play D against 3 new offensive players.; If Offence scores, D have to stay in against 3 new
    offensive players","['Smart efficient plays on defence – must carry puck over blue\n    line and not shoot it out', 'Don’t get caught on long defensive shifts', 'Offensive and Defensive awareness']",[],[],True,"['Forward', 'Defence']",Unknown,Unknown,['Small Area Game'],"['Positioning', 'Communication']",Intermediate
SMALL AREA GAME – PROGRESSIVE 1 ON 1,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/small_area_game_progressive_1on1.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,"Divide into colors and line up on dot outside blueline; Start with 1 vs 1; Player who gets puck can pass back to next person in line to
    create an outnumbered situation; Players must complete a pass before adding another person; Can end up 1 on 1, 2 on 1, 3 on 1, 4 on 1 if one color
    maintains possession and all players in the zone touch puck
    before passing back to the line","['Compete', 'Add players by making good passes']",[],[],True,[],Unknown,Unknown,['Small Area Game'],['Passing'],Intermediate
SMALL AREA GAME - RABBIT – COYOTE,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/small_area_game_rabbit_coyote.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,"Players pass back and forth and can move anywhere. On the
    whistle, it becomes a game of keep away. When the coach
    blows the next whistle, whoever has the puck gets a point.
    Immediately start passing again and wait for the next whistle.
    Make it a best of 5 or 7","['Offensive player protects the puck. Keep body between the\n    puck and the checker. Use your body to shield the opponent', 'Defensive player needs to close the gap, get stick on puck\n    and body on body. Defensive player needs to “take his stick\n    with him” and keep it on the ice.', 'Coaches make sure players play penalty free']",[],[],True,[],Unknown,Unknown,['Small Area Game'],"['Skating', 'Passing', 'Stickhandling', 'Positioning', 'Forecheck', 'Backcheck']",Intermediate
SMALL AREA GAME – RECIPROCATING 1 ON 1,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/small_area_game_reciprocating_1on1.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,"Coach places 2 pucks inside the blue line on opposite sides; On the whistle coach points at the puck that is in play. The
    player on that side is offense and the player from the other
    corner is defense. Play the 1-1 until you hear a
    second whistle; Next whistle, the second puck is in play and the player that
    was on defense is now the offensive player, the offensive
    player now is on defence","['Gap control is key on defense. Read if you can pressure or if\n    you should contain', 'Stick on puck and body on body. Defensive player steers the\n    attack to the outside and protects the good ice', 'Offensive player needs to get to the puck quickly and attack\n    with speed', 'Protect the puck and get it to the net']",[],[],True,"['Forward', 'Defence']",Unknown,Unknown,['Small Area Game'],"['Positioning', 'Angling', 'Forecheck', 'Backcheck', 'Net Front Play']",Intermediate
SMALL AREA GAME – RECOVER TO MIDDLE,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/small_area_game_recover_to_middle.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,"Players compete 2-2 or 3-3 and both teams try to score on
    the same goaltender; Coach dumps puck and player to first touch, their team
    are the offensive players, the other players defend. If the
    defensive players steal the puck, they must “regroup” with
    the coach and get open. Coach will pass back and now those
    players becomes the offensive player, the other defensive; Each time there is a pass to the coach, defensive players
    must touch gloves in the middle of the ice and offensive
    players must touch the boards.; If a puck goes outside the zone, coach dumps in a new one; Coach will yell “puck” if a new puck is in play. Whistle changes
    players and the puck must be left where it is by players
    going off; Play the game to 9 or whatever time frame fits","['Excellent game to teach players to compete', 'offensive players\n    attack the net and defensive players compete and strip\n    the puck', 'With the regroup, offensive players need to get open which\n    is usually the outside ice, defensive players should check\n    from the “inside out”', 'Defensive players try to intercept the coach pass, offensive\n    players need to get open, show their stick and call for the\n    pass']",[],[],True,"['Forward', 'Defence']",Unknown,Unknown,"['Small Area Game', 'Transition', 'Offensive Play', 'Defensive Play']","['Skating', 'Passing', 'Shooting', 'Stickhandling', 'Positioning', 'Forecheck', 'Backcheck', 'Communication']",Intermediate
SMALL AREA GAME – REVOLVING 2 ON 1,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/small_area_game_revolving_2on1.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,"Defence in front of net, a line of forwards on the goal line off
    to each side.; Starts as a 2 on 1 with pass from below the goal line to a
    forward in front for shot on net.; After the initial shot, the passer then goes net front to get a
    pass from the opposite side.; After shot, that passer then goes net front to get pass from
    other side.; This is a continuous drill","['Quick pass, keep stick on ice and free', 'Quick release', 'D stick in lanes and active']",[],[],True,"['Forward', 'Defence']",Offensive Zone,Offensive Zone,['Small Area Game'],"['Passing', 'Shooting', 'Stickhandling']",Intermediate
SMALL AREA GAME - SKATE FOR POINTS - 1 ON 2,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/small_area_game_skate_for_points_1_on_2.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,"Players score a point for their team if they carry the puck
    past between one of the 3 pylon gates.; It is a 1 offensive player vs. 2 defensive player situation.
    Three teams competing against each other.; Play the game to 9 or whatever time frame fits; If a puck goes outside the zone, coach dumps in a new one; Coach will yell “puck” if a new puck is in play. Whistle changes
    players and the puck must be left where it is by players
    going off; Play the game to 9 or whatever time frame fits","['Great game to teach both individual offensive support and\n    defensive individual tactics', 'Offensive players need to read, react, protect the puck and\n    play in traffic', 'Defensive players need to be aggressive and strip the puck.\n    Sticks on ice, close gaps and play as hard on defense as\n    offense.']",[],[],True,"['Forward', 'Defence']",Unknown,Unknown,['Small Area Game'],"['Skating', 'Stickhandling', 'Positioning', 'Forecheck', 'Backcheck']",Intermediate
TEAM TACTICS – NZ REGROUP - 2 ON 1,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/team_tactics_nz_regroup_2on1.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,"Defence on hashmarks in defensive zone. Fwds with pucks
    on wall at centre ice.; On whistle, defence tag up to blue line and Fwd skates
    toward D, and passes the puck to D once D is going
    backwards.; D slide towards boards or to middle of ice, Fwd reads
    and support based on which way D turns and receives NZ
    breakout pass from D.; Fwd skates past red line then turns and regroups with a give
    and go with next player on wall and they attack D 2 on 1","['Fwd wait for D to tag blue line and start going backwards\n    before the pass.', 'D offer good target, get toes up ice before pass.', 'Jump up and close gap on Fwd on the regroup']",[],[],True,"['Defence', 'Forward']",Defensive Zone,Neutral Zone,['Zone Entry'],"['Passing', 'Support', 'Regrouping']",Intermediate
WARM UP – CROSS ICE WARM UP,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/warm_up_cross_ice_warm_up.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,"Players line up on opposite sides of the ice. On whistle, one
    side leaves with pucks and performs various stick handling
    moves as instructed by coach.; When player gets to other side, pass puck to partner in
    opposite line and go to back of that line, while the puck
    carrier now goes across the ice; Goalies warm up in crease area; This is a continuous drill","['Be creative with moves', 'Lots of pace, keep players moving', 'Variety of skills']",[],[],True,"['Forward', 'Defence', 'Goalie']",All Zones,All Zones,[],"['Stickhandling', 'Passing']",Intermediate
WARM UP – SPIDER WARM UP #2,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/warm_up_spider_warm_up_2.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,"Players positioned around circle, one player starts on dot
    with puck; On whistle, player with puck passes to one player on circle,
    gets a return pass then stickhandles around that player; Pass to different player, once all players have received a
    pass, change player in middle; Progression #1 – Double one touch pass before
    making moves; Progression #2 – Players around outside of circle can now
    pass to each other as well and player in centre has to react
    and then open to be a good target for pass","['Be creative with puckhandling, attack triangle, puck\n    through skates', 'Communicate before pass', 'Focus on pass reception']",[],[],True,"['Forward', 'Defence']",Unknown,Unknown,"['Small Area Game', 'Transition']","['Skating', 'Passing', 'Stickhandling', 'Communication']",Intermediate
WARM UP – SWARM,https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Drill-Hub/Downloads/Drills/warm_up_swarm.jpg?w=640&h=360&c=2&f=ffffff&q=60,,Hockey Canada,,,,"Team split into 2 equal groups -- 3 lines in each end zone
    behind the goal line. Coaches give each line a number 1-3.
    On coach’s whistle, the first 3 players from each line and end
    zone skate into the NZ (total of 6 in NZ) with their puck.; These players perform various skills within NZ. When coach
    calls out their number, they leave the NZ and shoot on goalie
    from original zone they started from (drive wide, attack net,
    stop @ net).","['Coaches in middle play passive defense, players must protect\n    puck', 'Quick feet, quick hands, good intensity']",[],[],True,"['Forward', 'Defence']",All Zones,All Zones,"['Small Area Game', 'Offensive Play']","['Skating', 'Passing', 'Shooting', 'Stickhandling']",Intermediate
Pit Chaos Handling with Passes,https://www.files.icehockeysystems.com/files/drills/drill-maker-2625946-0-1729699956.png,https://vimeo.com/858767129,IHS,,Global Hockey Network,"The Pit Chaos Handling With Passing drill is an excellent activity that helps players work on awareness, puck handling, and passing skills. This drill can be used as a warm-up in practice or games, or as a drill to reinforce keeping your head up.","Setup 2, 3, or 4 players in the middle of a face-off circle. The more players involved will increase the difficulty of the drill because there will be more skaters to pass & stickhandle around. Setup 3 or 4 players around the outside of a circle. On the whistle, the players in the middle of the circle begin stickhandling within the border of the circle. The players on the outside begin passing the puck to each other. After 20-30 seconds, players rotate.","['Encourage players to keep their heads up and scan the ice.', 'Players stickhandling should work to get to open space.', 'Players passing the puck scan the ice and think ahead as to where they would pass the puck before they get it.']","['Can set up in different areas of the ice.', 'Coaches can require two touch or one touch passes for higher skilled groups.', 'Can increase or decrease the # of players involved. More players inside the circle will make the drill more challenging.']","['Awareness', 'Half Ice', 'Passing', 'Pre Game', 'Puck Control', 'Puck Handling', 'Puck Protection', 'Skill Development', 'Stations', 'Quarter Ice Station', 'Stickhandling', 'Warm Up']",False,[],,,[],[],
Corner to Half Wall 2 vs 1,https://www.files.icehockeysystems.com/files/styles/medium/public/drills/drill-maker-7183266-0-1750945059.png?itok=Vx3lkDiP,https://vimeo.com/359069890,IHS,,Ice Hockey Systems,"The Corner to Half Wall 2 vs 1 is an excellent small area game for all age levels that helps players practice a 2 vs 1 in a small space along the boards in the corner of the ice. The game reinforces important skills like keeping your head up, moving to open spaces, protecting the puck, and verbal & non-verbal communication.Offensive players should practice using the boards to make bank passes.","Playing Area:Use 4 cones or tires that create a triangle from the half wall to the corner that lines up with the inside post. Goalie Setup:This can be set up as a station with a goalie, or without. If you use a goalie they can be placed in the crease or the net can be moved to the point. Players:Alternate players. It is beneficial for players to get reps on both offense and defense sides. Passes:You can require 4 (or a different amount) of consecutive passes to win. Defense:If the defense is taking the puck away too much, you can tell the defense to flip their stick over. Winner:The winning side gets a shot on net. You can allow the winners to do a few options:If the offense wins:The last person with the puck gets a shot on net.Both players are given a puck and can shoot on different goalies.The game moves to a 2 vs 1 in front of the net and offense is allowed one shot if they can get it off.If the defense wins:They get a shot on net.The game moves to a 1 on 1 in front of the net and the defense is allowed one shot if they can get it off. The losing offense team needs to communicate with each other as to who is going to go after the defense. If the offense wins:The last person with the puck gets a shot on net.Both players are given a puck and can shoot on different goalies.The game moves to a 2 vs 1 in front of the net and offense is allowed one shot if they can get it off. The last person with the puck gets a shot on net. Both players are given a puck and can shoot on different goalies. The game moves to a 2 vs 1 in front of the net and offense is allowed one shot if they can get it off. If the defense wins:They get a shot on net.The game moves to a 1 on 1 in front of the net and the defense is allowed one shot if they can get it off. The losing offense team needs to communicate with each other as to who is going to go after the defense. They get a shot on net. The game moves to a 1 on 1 in front of the net and the defense is allowed one shot if they can get it off. The losing offense team needs to communicate with each other as to who is going to go after the defense.","['Use the boards! They are your friend!If used properly, the boards can be used as an extra player out there and are helpful for bank passes and puck protection.', 'If used properly, the boards can be used as an extra player out there and are helpful for bank passes and puck protection.', 'Offensive players need to protect the puck until they can make a play and then expose the puck to make a pass.', 'Offensive players have to move without the puck. Think ""Give & Go!"" Go to open space!', 'Defensive players are most successful with active sticks and stop and starts. There are no short cuts!']","['Require more consecutive passes.', 'Make the game 2 vs 2.', 'Create a smaller ""playing area"" to make it tougher on the offense.', 'Move to thePoint to Half Wall 2 vs 1 Game.']","['2 on 1', 'Battle Drills', 'Half Ice', 'Offensive', 'Small Area Games', 'Stations', 'Wall Play']",False,[],,,[],[],
Swedish 2 vs 1 (Cross Ice),https://www.files.icehockeysystems.com/files/drills/drill-maker-99301-0-1721412866.png,https://vimeo.com/342763238,IHS,,Ice Hockey Systems,"This is a phenomenal drill in several ways. First, the concept of this drill can be used in many different areas of the ice. Secondly, it forces players to think 2 on 1's in tight spaces. Third, it includes a competitive aspect by rewarding the players who are successful.",,"['Offensive players have to move without the puck.', 'Offensive players need to protect the puck until they can make a play and then expose the puck to make a pass.', 'Defensive players are most successful with active sticks and stop and starts. There really are no short cuts!', 'Have offensive players thinking ""Pass & Move"".', 'Give & gos are very successful in this game.']","['Create a smaller ""playing area"" to make it tougher on the offense.', 'Vary the number of passes required for the offensive players.', 'Eventually, make the game 2 vs 2 or 3 vs 2.']","['2 on 1', 'Small Area Games', 'Stations', 'Third Ice Stations']",False,[],,,[],[],
Paint Scoring,https://www.files.icehockeysystems.com/files/drills/drill-maker-150271-0-1743905436.png,https://vimeo.com/421339717/9be3db1982,IHS,,Newedge Hockey,"The Paint Scoring Drill is one where players will see how fast they can score three pucks. Players will be able to work on finishing using backhands, one timers, and wrist/snap shots. To set up the drill place a couple barriers stacked on top of each other in front of the net. Another net placed face down (or another type of object that you can use to bounce pucks off of) at about the hash marks directly in front of the net. The first player starts about a sticl length away from the face down net and the drill operates as follows:",,[],[],"['Offensive', 'Shooting', 'Stations', 'Sixth Ice Stations']",False,[],,,[],[],
Gates of Buffalo Small Area Passing Game,https://www.files.icehockeysystems.com/files/drills/drill-maker-103971-0-1744828737.png,https://vimeo.com/356044514/7ec320c386,IHS,,Ice Hockey Systems,"The major concept of the Gates of Buffalo Small Area Hockey Game is to practice moving to open space, communicating verbally and non-verbally with teammates, so they can score Goals by passing through Gates.","Players:great for 3, 4 or 5 players at a time. Time:You can rotate through groups of players in 30, 45 or 60 second shifts and count how many goals are scored.Or you can set a number of goals (let's use 5 for example) and stop the watch after 5 goals are completed.5 players can be participating in the activity, while another 5 rest. Blow the whistle and the next 5 jump in.It gets fun when the teams compete against each other! Or you can set a number of goals (let's use 5 for example) and stop the watch after 5 goals are completed. 5 players can be participating in the activity, while another 5 rest. Blow the whistle and the next 5 jump in.It gets fun when the teams compete against each other! Space:can be set up to be within a zone, or half of a zone (station) or a smaller area. The smaller the space, the more challenging it will be for the players as they are forced to make quicker decisions. Added Challenge:add obstacles within the space to challenge the players further.Tires, cones, sticks, defenceman, etc placed in the space will make it harder to pass and skate around. As time goes on the added obstacles will help improve their reaction & decision making. Tires, cones, sticks, defenceman, etc placed in the space will make it harder to pass and skate around. As time goes on the added obstacles will help improve their reaction & decision making. Group Competition:After the group gets comfortable with the exercises, you can add a natural element of competition between the groups by counting the number of successful goals made in the specified amount of time.Or you can time each group and see how fast they can complete 5 (or any other number) goals. You will marvel at how the natural element of competition between groups will make the game more intense, competitive and fun! Or you can time each group and see how fast they can complete 5 (or any other number) goals. You will marvel at how the natural element of competition between groups will make the game more intense, competitive and fun! With a Goalie:You can require the players to make 2 (or more) passes through a gate before they can shoot on net. After they shoot on net, they need to make the required number of passes through the gates again. Pucks:You can add in 2 or more pucks at a time to make players pay more attention to the game and their surroundings. Gates:You can add 3 or more gates. They can be made of tires, cones, pucks and other materials. Change up the sizes of the gates for an extra challenge. The smaller the gate, the more challenging the game is! 3 vs 3 Game:You can setup gates and make the game 3 v 3, 3 vs 2, or 3 vs 1 so there is another team working to prevent scoring on the gates. Adding additional players for the team to play against will give the game a whole new spin.View a video demo of the 3 vs 3 game setup.","['Encourage players to always move to open space on the ice. Do not allow them to stand still and pass the puck back and forth.', 'Encourage players to find ""passing lanes"" to allow good passes.This skill is extremely valuable for youth players to work on. Finding passing lanes when you have the puck and jumping to open space when you don\'t have the puck so your teammate can pass to you is extremely beneficial during games.', ""This skill is extremely valuable for youth players to work on. Finding passing lanes when you have the puck and jumping to open space when you don't have the puck so your teammate can pass to you is extremely beneficial during games."", 'Encourage verbal communication (calling teammate by name, saying you are open, etc).', 'Encourage non-verbal communication (good eye contact, showing a passing target, tapping a stick, etc).', 'Allow players to make mistakes.It will take time to get comfortable with these activities. But as time goes on you will see them picking their head up to make a decision, which is the goal of this small area game.']",[],"['Half Ice', 'Passing', 'Puck Control', 'Small Area Games', 'Stations', 'Warm Up']",False,[],,,[],[],
Pioneer 2 V 2 Rush,https://www.files.icehockeysystems.com/files/drills/drill-maker-2052021-0-1728397437.png,https://vimeo.com/784999967,IHS,,Brock University,"The Pioneer 2 V 2 Rush fromTJ Manastersky, the Head Coach ofBrock University, practices attacking and defending the rush. It starts as a 1 V 1, and finishes as a 2 V 2.","On the 1st whistle, blue passes to red. Red must get outside the blue line before attacking the zone 1v1. Blue must get angle skating forwards. Play it out until a whistle. On the second whistle, 2 things happen:the blue player in the other zone passes to the red player. The red player must get outside the blue line before they can attack.the players in the first 1 v 1 stop and skate down to the other end of the ice to join their teammates to make it a 2 v 2. the blue player in the other zone passes to the red player. The red player must get outside the blue line before they can attack. the players in the first 1 v 1 stop and skate down to the other end of the ice to join their teammates to make it a 2 v 2. It becomes a continuous 2v2.","['Communicate on defense, ""get sticky"" on backcheck']",[],"['1 on 1', '2 on 2', 'Angling', 'Backchecking', 'Coverage', 'Full Ice', 'Gap', 'Overspeed', 'Transition', 'Zone Entry']",False,[],,,[],[],
Hit The Tire Passing Game WIth No Goalie,https://www.files.icehockeysystems.com/files/drills/drill-maker-2630636-0-1744822320.png,https://vimeo.com/858253182,IHS,,Global Hockey Network,Hit The Tire Passing Game is a fun small area game that can be utilized when coaches want to work on passing and puck support concepts and/or there are no goalies available.,"Place a tire on each of the face-off dots inside of a zone. Play 3 v 3. The offensive team scores by hitting the tire in the opposite circle. Offensive team cannot enter the offensive circle, but the defensive team is allowed in the defensive circle. Object is to move the puck quickly to open up passing or scoring lanes.","['Puck carrier should use deception, and tight turns to create space and passing lanes.', 'Offensive players without the puck should jump to open space with their stick on the ice to support their teammate and be an outlet.', 'Defensive players should keep their sticks on the ice to disrupt passing lanes and keep the offensive team to the outside.']","['For younger age levels that struggle to hit the tire, you can allow the offensive team inside the offensive zone circle.', 'Coaches can call out Power Play and allow a team to have an extra player to make it a 4 v 3.']","['3 on 3', 'Coverage', 'Half Ice', 'Puck Control', 'Puck Protection', 'Small Area Games']",False,[],,,[],[],
Picket Fences Game (2 vs. 2 or 3 vs. 3),https://www.files.icehockeysystems.com/files/drills/drill-maker-155121-0-1744828896.png,https://vimeo.com/434166992/c2f73a4a19,IHS,,Ben Eaves,Picket Fences is a great small area hockey game that can be setup as a 2 vs. 2 or 3 vs. 3 game. The offensive team gets2points for scoring a goaland the defensive team gets1pointby skating the puck between the tires.,Teams are set up in one of the offensive zones in line with Dots.Players help keep the puck in play if it comes over towards the line of players Players help keep the puck in play if it comes over towards the line of players Net is set up in the Blue Paint (per usual) There are two cones 10-15 feet apart just above the tops of the circles in the zone Coaches set up just outside the Blue Line with a pile of pucks,[],[],"['2 on 2', '3 on 3', 'Defensive', 'Defensive Zone', 'Half Ice', 'Offensive', 'Offensive Zone', 'One Goalie', 'Small Area Games']",False,[],,,[],[],
Sully 2 on 2 Transition Game,https://www.files.icehockeysystems.com/files/drills/drill-maker-6892911-0-1742979557.png,https://vimeo.com/1067058133,IHS,,Michael Peca,"The Sully 2 on 2 Transition Game fromMichael Peca, is a high-tempo small-area game designed to develop quick transition skills, offensive movement, and defensive awareness. The drill encourages players to convert defense into offense efficiently while emphasizing strong defensive details and communication.","Coach Placement:The coach starts with a puck at center ice and deposits it into the offensive zone. The coach starts with a puck at center ice and deposits it into the offensive zone. Player Positions:The Circles (O) are the initial offensive team, attacking the net in their zone.The X's (X) are the defenders, working to create a turnover and transition to offense.Additional players line up just inside the zone, ready to rotate in. The Circles (O) are the initial offensive team, attacking the net in their zone. The X's (X) are the defenders, working to create a turnover and transition to offense. Additional players line up just inside the zone, ready to rotate in.",[],['Can play 2 on 2 or 3 on 3.'],"['2 on 2', 'Backchecking', 'Defensive', 'Half Ice', 'Offensive', 'Small Area Games', 'Transition']",False,[],,,[],[],
Turn & Burn,https://www.files.icehockeysystems.com/files/drills/drill-maker-5992251-0-1737558845.png,https://vimeo.com/1037508371?share=copy,IHS,,Cail MacLean,"The Turn & Burn drill from Cail MacLean allows teams to practice high tempo 3 on 2's, transitions, gaps, zone entries and tracking.","Forwards on the blueline against the boards. Defenders can line up with them as well. To start the drill two defenders should be at the blueline. Part 1 - first whistle:A coach places a puck in the neutral zone, and three forwards race to get the puck. They should be aware of each other and communicate so that they can each fill a lane and not all be on one side of the ice.At this time the defenders gap up and decide to skate backwards or surf and angle the play.Forwards work together to get the puck to the middle of the ice, enter the zone on sides, attack the net and try to score. Defenders work to kill the play. A coach places a puck in the neutral zone, and three forwards race to get the puck. They should be aware of each other and communicate so that they can each fill a lane and not all be on one side of the ice. At this time the defenders gap up and decide to skate backwards or surf and angle the play. Forwards work together to get the puck to the middle of the ice, enter the zone on sides, attack the net and try to score. Defenders work to kill the play. Part 2 - second whistle:A coach from inside the zone skates hard to the blue line and the 3 forwards that were trying to score, track and strip the puck from the coach, get onside, and work to transition back to offense on a 3 on 2 against the same defenders that are gapping up on them.Play out the 3 on 2 and then the next rep the forwards should come from the other side of the ice. A coach from inside the zone skates hard to the blue line and the 3 forwards that were trying to score, track and strip the puck from the coach, get onside, and work to transition back to offense on a 3 on 2 against the same defenders that are gapping up on them. Play out the 3 on 2 and then the next rep the forwards should come from the other side of the ice.","['Forwards should work to get the puck to the middle of the ice as they are attacking and entering the zone. They should communicate with each other and fill in lanes to be support options.', 'Defenders should work on proper gaps and angles while keeping their sticks on the ice to block passing lanes.']",['Coaches can place the puck in different areas of the ice.'],"['3 on 2', 'Backchecking', 'Defensive', 'Gap', 'Neutral Zone', 'Offensive', 'Transition', 'Zone Entry']",False,[],,,[],[],
